#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_amtzell_adj;Amtzellian;;amtzeller;;;;;;;;;;;x
b_andeer;Andeer;Andeer;Andeer;;Andeer;;;;;;;;;x
b_andeer_adj;Andeerian;;andeerer;;;;;;;;;;;x
b_andelfingen;Andelfingen;Andelfingen;Andelfingen;;Andelfingen;;;;;;;;;x
b_andelfingen_adj;Andelfingenian;;andelfingener;;;;;;;;;;;x
b_andelfingen_2;Andelfingen;Andelfingen;Andelfingen;;Andelfingen;;;;;;;;;x
b_andelfingen_2_adj;Andelfingenian;;andelfingener;;;;;;;;;;;x
b_andelfingen_3;Andelfingen;Andelfingen;Andelfingen;;Andelfingen;;;;;;;;;x
b_andelfingen_3_adj;Andelfingenian;;andelfingener;;;;;;;;;;;x
b_andelnans;Andelnans;Andelnans;Andelnans;;Andelnans;;;;;;;;;x
b_andelnans_adj;Andelnansian;;andelnanser;;;;;;;;;;;x
b_andermatt;Andermatt;Andermatt;Andermatt;;Andermatt;;;;;;;;;x
b_andermatt_adj;Andermattian;;andermatter;;;;;;;;;;;x
b_annecy;Annecy;Annecy;Annecy;;Annecy;;;;;;;;;x
b_annecy_adj;Annecian;;annecer;;;;;;;;;;;x
b_annemasse;Annemasse;Annemasse;Annemasse;;Annemasse;;;;;;;;;x
b_annemasse_adj;Annemassean;;annemasser;;;;;;;;;;;x
b_aosta;Aosta;Aosta;Aosta;;Aosta;;;;;;;;;x
b_aosta_adj;Aostan;;aoster;;;;;;;;;;;x
b_appenzell;Appenzell;Appenzell;Appenzell;;Appenzell;;;;;;;;;x
b_appenzell_adj;Appenzellian;;appenzeller;;;;;;;;;;;x
b_appiano;Appiano;Appiano;Appiano;;Appiano;;;;;;;;;x
b_appiano_adj;Appianian;;appianer;;;;;;;;;;;x
b_aprica;Aprica;Aprica;Aprica;;Aprica;;;;;;;;;x
b_aprica_adj;Aprican;;apricer;;;;;;;;;;;x
b_arbecey;Arbecey;Arbecey;Arbecey;;Arbecey;;;;;;;;;x
b_arbecey_adj;Arbeceian;;arbeceer;;;;;;;;;;;x
b_arbois;Arbois;Arbois;Arbois;;Arbois;;;;;;;;;x
b_arbois_adj;Arboisian;;arboiser;;;;;;;;;;;x
b_arbon;Arbon;Arbon;Arbon;;Arbon;;;;;;;;;x
b_arbon_adj;Arbonian;;arboner;;;;;;;;;;;x
b_arbon_2;Arbon;Arbon;Arbon;;Arbon;;;;;;;;;x
b_arbon_2_adj;Arbonian;;arboner;;;;;;;;;;;x
b_arbon_3;Arbon;Arbon;Arbon;;Arbon;;;;;;;;;x
b_arbon_3_adj;Arbonian;;arboner;;;;;;;;;;;x
b_arcon;Arçon;Arçon;Arçon;;Arçon;;;;;;;;;x
b_arcon_adj;Arçonian;;arçoner;;;;;;;;;;;x
b_arconciel;Arconciel;Arconciel;Arconciel;;Arconciel;;;;;;;;;x
b_arconciel_adj;Arconcielian;;arconcieler;;;;;;;;;;;x
b_ardon;Ardon;Ardon;Ardon;;Ardon;;;;;;;;;x
b_ardon_adj;Ardonian;;ardoner;;;;;;;;;;;x
b_ardon_2;Ardon;Ardon;Ardon;;Ardon;;;;;;;;;x
b_ardon_2_adj;Ardonian;;ardoner;;;;;;;;;;;x
b_aresches;Aresches;Aresches;Aresches;;Aresches;;;;;;;;;x
b_aresches_adj;Areschesian;;arescheser;;;;;;;;;;;x
b_argand;Argand;Argand;Argand;;Argand;;;;;;;;;x
b_argand_adj;Argandian;;argander;;;;;;;;;;;x
b_argenbuehl;Argenbühl;Argenbühl;Argenbühl;;Argenbühl;;;;;;;;;x
b_argenbuehl_adj;Argenbühlian;;argenbühler;;;;;;;;;;;x
b_argony;Argony;Argony;Argony;;Argony;;;;;;;;;x
b_argony_adj;Argonian;;argoner;;;;;;;;;;;x
b_arlesheim;Arlesheim;Arlesheim;Arlesheim;;Arlesheim;;;;;;;;;x
b_arlesheim_adj;Arlesheimian;;arlesheimer;;;;;;;;;;;x
b_arnach;Arnach;Arnach;Arnach;;Arnach;;;;;;;;;x
b_arnach_adj;Arnachian;;arnacher;;;;;;;;;;;x
b_arona;Arona;Arona;Arona;;Arona;;;;;;;;;x
b_arona_adj;Aronan;;aroner;;;;;;;;;;;x
b_arosa;Arosa;Arosa;Arosa;;Arosa;;;;;;;;;x
b_arosa_adj;Arosan;;aroser;;;;;;;;;;;x
b_arth;Arth;Arth;Arth;;Arth;;;;;;;;;x
b_arth_adj;Arthian;;arther;;;;;;;;;;;x
b_arvier;Arvier;Arvier;Arvier;;Arvier;;;;;;;;;x
b_arvier_adj;Arvierian;;arvierer;;;;;;;;;;;x
b_arzier;Arzier;Arzier;Arzier;;Arzier;;;;;;;;;x
b_arzier_adj;Arzierian;;arzierer;;;;;;;;;;;x
b_ascona;Ascona;Ascona;Ascona;;Ascona;;;;;;;;;x
b_ascona_adj;Asconan;;asconer;;;;;;;;;;;x
b_assens;Assens;Assens;Assens;;Assens;;;;;;;;;x
b_assens_adj;Assensian;;assenser;;;;;;;;;;;x
b_asuel;Asuel;Asuel;Asuel;;Asuel;;;;;;;;;x
b_asuel_adj;Asuelian;;asueler;;;;;;;;;;;x
b_attalens;Attalens;Attalens;Attalens;;Attalens;;;;;;;;;x
b_attalens_adj;Attalensian;;attalenser;;;;;;;;;;;x
b_attenberg;Ättenberg;Ättenberg;Ättenberg;;Ättenberg;;;;;;;;;x
b_attenberg_adj;Ättenbergian;;ättenberger;;;;;;;;;;;x
b_attinghausen;Attinghausen;Attinghausen;Attinghausen;;Attinghausen;;;;;;;;;x
b_attinghausen_adj;Attinghausenian;;attinghausener;;;;;;;;;;;x
b_au;Au;Au;Au;;Au;;;;;;;;;x
b_au_adj;Aian;;er;;;;;;;;;;;x
b_au_2;Au;Au;Au;;Au;;;;;;;;;x
b_au_2_adj;Aian;;er;;;;;;;;;;;x
b_aubonne;Aubonne;Aubonne;Aubonne;;Aubonne;;;;;;;;;x
b_aubonne_adj;Aubonnean;;aubonner;;;;;;;;;;;x
b_audicourt;Audicourt;Audicourt;Audicourt;;Audicourt;;;;;;;;;x
b_audicourt_adj;Audicourtian;;audicourter;;;;;;;;;;;x
b_augst;Augst;Augst;Augst;;Augst;;;;;;;;;x
b_augst_adj;Augstian;;augster;;;;;;;;;;;x
b_auhard;Auhard;Auhard;Auhard;;Auhard;;;;;;;;;x
b_auhard_adj;Auhardian;;auharder;;;;;;;;;;;x
b_ausserberg;Ausserberg;Ausserberg;Ausserberg;;Ausserberg;;;;;;;;;x
b_ausserberg_adj;Ausserbergian;;ausserberger;;;;;;;;;;;x
b_auswil;Auswil;Auswil;Auswil;;Auswil;;;;;;;;;x
b_auswil_adj;Auswilian;;auswiler;;;;;;;;;;;x
b_auw;Auw;Auw;Auw;;Auw;;;;;;;;;x
b_auw_adj;Auwian;;auwer;;;;;;;;;;;x
b_avanches;Avanches;Avanches;Avanches;;Avanches;;;;;;;;;x
b_avanches_adj;Avanchesian;;avancheser;;;;;;;;;;;x
b_avanches_2;Avanches;Avanches;Avanches;;Avanches;;;;;;;;;x
b_avanches_2_adj;Avanchesian;;avancheser;;;;;;;;;;;x
b_avers;Avers;Avers;Avers;;Avers;;;;;;;;;x
b_avers_adj;Aversian;;averser;;;;;;;;;;;x
b_avers_2;Avers;Avers;Avers;;Avers;;;;;;;;;x
b_avers_2_adj;Aversian;;averser;;;;;;;;;;;x
b_avise;Avise;Avise;Avise;;Avise;;;;;;;;;x
b_avise_adj;Avisean;;aviser;;;;;;;;;;;x
b_avry;Avry;Avry;Avry;;Avry;;;;;;;;;x
b_avry_adj;Avrian;;avrer;;;;;;;;;;;x
b_baar;Baar;Baar;Baar;;Baar;;;;;;;;;x
b_baar_adj;Baarian;;baarer;;;;;;;;;;;x
b_baarburg;Baarburg;Baarburg;Baarburg;;Baarburg;;;;;;;;;x
b_baarburg_adj;Baarburgian;;baarburger;;;;;;;;;;;x
b_baceno;Baceno;Baceno;Baceno;;Baceno;;;;;;;;;x
b_baceno_adj;Bacenian;;bacener;;;;;;;;;;;x
b_bad_krozingen;Bad Krozingen;Bad Krozingen;Bad Krozingen;;Bad Krozingen;;;;;;;;;x
b_bad_krozingen_adj;Bad Krozingenian;;Bad Krozingener;;;;;;;;;;;x
b_bad_ragaz;Bad Ragaz;Bad Ragaz;Bad Ragaz;;Bad Ragaz;;;;;;;;;x
b_bad_ragaz_adj;Bad Ragazian;;Bad Ragazer;;;;;;;;;;;x
b_bad_saeckingen;Bad Säckingen;Bad Säckingen;Bad Säckingen;;Bad Säckingen;;;;;;;;;x
b_bad_saeckingen_adj;Bad Säckingenian;;Bad Säckingener;;;;;;;;;;;x
b_bad_zurzach;Bad Zurzach;Bad Zurzach;Bad Zurzach;;Bad Zurzach;;;;;;;;;x
b_bad_zurzach_adj;Bad Zurzachian;;Bad Zurzacher;;;;;;;;;;;x
b_bad_zurzach_2;Bad Zurzach;Bad Zurzach;Bad Zurzach;;Bad Zurzach;;;;;;;;;x
b_bad_zurzach_2_adj;Bad Zurzachian;;Bad Zurzacher;;;;;;;;;;;x
b_baden;Baden;Baden;Baden;;Baden;;;;;;;;;x
b_baden_adj;Badenian;;badener;;;;;;;;;;;x
b_baden_2;Baden;Baden;Baden;;Baden;;;;;;;;;x
b_baden_2_adj;Badenian;;badener;;;;;;;;;;;x
b_baden_3;Baden;Baden;Baden;;Baden;;;;;;;;;x
b_baden_3_adj;Badenian;;badener;;;;;;;;;;;x
b_baennifels;Bännifels;Bännifels;Bännifels;;Bännifels;;;;;;;;;x
b_baennifels_adj;Bännifelsian;;bännifelser;;;;;;;;;;;x
b_bagnella;Bagnella;Bagnella;Bagnella;;Bagnella;;;;;;;;;x
b_bagnella_adj;Bagnellan;;bagneller;;;;;;;;;;;x
b_balcun;Balcun;Balcun;Balcun;;Balcun;;;;;;;;;x
b_balcun_adj;Balcunian;;balcuner;;;;;;;;;;;x
b_baldegg;Baldegg;Baldegg;Baldegg;;Baldegg;;;;;;;;;x
b_baldegg_adj;Baldeggian;;baldegger;;;;;;;;;;;x
b_balderschwang;Balderschwang;Balderschwang;Balderschwang;;Balderschwang;;;;;;;;;x
b_balderschwang_adj;Balderschwangian;;balderschwanger;;;;;;;;;;;x
b_baldingen;Baldingen;Baldingen;Baldingen;;Baldingen;;;;;;;;;x
b_baldingen_adj;Baldingenian;;baldingener;;;;;;;;;;;x
b_ballabio;Ballabio;Ballabio;Ballabio;;Ballabio;;;;;;;;;x
b_ballabio_adj;Ballabian;;ballaber;;;;;;;;;;;x
b_balladrum;Balladrum;Balladrum;Balladrum;;Balladrum;;;;;;;;;x
b_balladrum_adj;Balladrumian;;balladrumer;;;;;;;;;;;x
b_ballaigues;Ballaigues;Ballaigues;Ballaigues;;Ballaigues;;;;;;;;;x
b_ballaigues_adj;Ballaiguesian;;ballaigueser;;;;;;;;;;;x
b_ballaison;Ballaison;Ballaison;Ballaison;;Ballaison;;;;;;;;;x
b_ballaison_adj;Ballaisonian;;ballaisoner;;;;;;;;;;;x
b_ballenberg;Ballenberg;Ballenberg;Ballenberg;;Ballenberg;;;;;;;;;x
b_ballenberg_adj;Ballenbergian;;ballenberger;;;;;;;;;;;x
b_ballival;Ballival;Ballival;Ballival;;Ballival;;;;;;;;;x
b_ballival_adj;Ballivalian;;ballivaler;;;;;;;;;;;x
b_balm;Balm;Balm;Balm;;Balm;;;;;;;;;x
b_balm_adj;Balmian;;balmer;;;;;;;;;;;x
b_balmegg;Balmegg;Balmegg;Balmegg;;Balmegg;;;;;;;;;x
b_balmegg_adj;Balmeggian;;balmegger;;;;;;;;;;;x
b_balmfluh;Balmfluh;Balmfluh;Balmfluh;;Balmfluh;;;;;;;;;x
b_balmfluh_adj;Balmfluhian;;balmfluher;;;;;;;;;;;x
b_balmuccia;Balmuccia;Balmuccia;Balmuccia;;Balmuccia;;;;;;;;;x
b_balmuccia_adj;Balmuccian;;balmuccer;;;;;;;;;;;x
b_balsberg;Balsberg;Balsberg;Balsberg;;Balsberg;;;;;;;;;x
b_balsberg_adj;Balsbergian;;balsberger;;;;;;;;;;;x
b_balsthal;Balsthal;Balsthal;Balsthal;;Balsthal;;;;;;;;;x
b_balsthal_adj;Balsthalian;;balsthaler;;;;;;;;;;;x
b_balterswil;Balterswil;Balterswil;Balterswil;;Balterswil;;;;;;;;;x
b_balterswil_adj;Balterswilian;;balterswiler;;;;;;;;;;;x
b_balzers;Balzers;Balzers;Balzers;;Balzers;;;;;;;;;x
b_balzers_adj;Balzersian;;balzerser;;;;;;;;;;;x
b_banvillars;Banvillars;Banvillars;Banvillars;;Banvillars;;;;;;;;;x
b_banvillars_adj;Banvillarsian;;banvillarser;;;;;;;;;;;x
b_barbereche;Barberêche;Barberêche;Barberêche;;Barberêche;;;;;;;;;x
b_barbereche_adj;Barberêchean;;barberêcher;;;;;;;;;;;x
b_barfuesser;Barfüsser;Barfüsser;Barfüsser;;Barfüsser;;;;;;;;;x
b_barfuesser_adj;Barfüsserian;;barfüsserer;;;;;;;;;;;x
b_basadingen;Basadingen;Basadingen;Basadingen;;Basadingen;;;;;;;;;x
b_basadingen_adj;Basadingenian;;basadingener;;;;;;;;;;;x
b_basel;Basel;Basel;Basel;;Basel;;;;;;;;;x
b_basel_adj;Baselian;;baseler;;;;;;;;;;;x
b_bassecourt;Bassecourt;Bassecourt;Bassecourt;;Bassecourt;;;;;;;;;x
b_bassecourt_adj;Bassecourtian;;bassecourter;;;;;;;;;;;x
b_bassecourt_2;Bassecourt;Bassecourt;Bassecourt;;Bassecourt;;;;;;;;;x
b_bassecourt_2_adj;Bassecourtian;;bassecourter;;;;;;;;;;;x
b_bassersdorf;Bassersdorf;Bassersdorf;Bassersdorf;;Bassersdorf;;;;;;;;;x
b_bassersdorf_adj;Bassersdorfian;;bassersdorfer;;;;;;;;;;;x
b_baulay;Baulay;Baulay;Baulay;;Baulay;;;;;;;;;x
b_baulay_adj;Baulaian;;baulaer;;;;;;;;;;;x
b_baulmes;Baulmes;Baulmes;Baulmes;;Baulmes;;;;;;;;;x
b_baulmes_adj;Baulmesian;;baulmeser;;;;;;;;;;;x
b_baume;Baume;Baume;Baume;;Baume;;;;;;;;;x
b_baume_adj;Baumean;;baumer;;;;;;;;;;;x
b_bayard;Bayard;Bayard;Bayard;;Bayard;;;;;;;;;x
b_bayard_adj;Bayardian;;bayarder;;;;;;;;;;;x
b_bayart;Bayart;Bayart;Bayart;;Bayart;;;;;;;;;x
b_bayart_adj;Bayartian;;bayarter;;;;;;;;;;;x
b_beatenberg;Beatenberg;Beatenberg;Beatenberg;;Beatenberg;;;;;;;;;x
b_beatenberg_adj;Beatenbergian;;beatenberger;;;;;;;;;;;x
b_beaufort;Beaufort;Beaufort;Beaufort;;Beaufort;;;;;;;;;x
b_beaufort_adj;Beaufortian;;beauforter;;;;;;;;;;;x
b_beaumont;Beaumont;Beaumont;Beaumont;;Beaumont;;;;;;;;;x
b_beaumont_adj;Beaumontian;;beaumonter;;;;;;;;;;;x
b_bechburg;Bechburg;Bechburg;Bechburg;;Bechburg;;;;;;;;;x
b_bechburg_adj;Bechburgian;;bechburger;;;;;;;;;;;x
b_beckenried;Beckenried;Beckenried;Beckenried;;Beckenried;;;;;;;;;x
b_beckenried_adj;Beckenriedian;;beckenrieder;;;;;;;;;;;x
b_bedano;Bedano;Bedano;Bedano;;Bedano;;;;;;;;;x
b_bedano_adj;Bedanian;;bedaner;;;;;;;;;;;x
b_bedero;Bedero;Bedero;Bedero;;Bedero;;;;;;;;;x
b_bedero_adj;Bederian;;bederer;;;;;;;;;;;x
b_bedretto;Bedretto;Bedretto;Bedretto;;Bedretto;;;;;;;;;x
b_bedretto_adj;Bedrettian;;bedretter;;;;;;;;;;;x
b_beerenberg;Beerenberg;Beerenberg;Beerenberg;;Beerenberg;;;;;;;;;x
b_beerenberg_adj;Beerenbergian;;beerenberger;;;;;;;;;;;x
b_beerenberg_2;Beerenberg;Beerenberg;Beerenberg;;Beerenberg;;;;;;;;;x
b_beerenberg_2_adj;Beerenbergian;;beerenberger;;;;;;;;;;;x
b_begnins;Begnins;Begnins;Begnins;;Begnins;;;;;;;;;x
b_begnins_adj;Begninsian;;begninser;;;;;;;;;;;x
b_beinwil;Beinwil;Beinwil;Beinwil;;Beinwil;;;;;;;;;x
b_beinwil_adj;Beinwilian;;beinwiler;;;;;;;;;;;x
b_beinwil_2;Beinwil;Beinwil;Beinwil;;Beinwil;;;;;;;;;x
b_beinwil_2_adj;Beinwilian;;beinwiler;;;;;;;;;;;x
b_belfort;Belfort;Belfort;Belfort;;Belfort;;;;;;;;;x
b_belfort_adj;Belfortian;;belforter;;;;;;;;;;;x
b_belfort_2;Belfort;Belfort;Belfort;;Belfort;;;;;;;;;x
b_belfort_2_adj;Belfortian;;belforter;;;;;;;;;;;x
b_belfort_3;Belfort;Belfort;Belfort;;Belfort;;;;;;;;;x
b_belfort_3_adj;Belfortian;;belforter;;;;;;;;;;;x
b_bellach;Bellach;Bellach;Bellach;;Bellach;;;;;;;;;x
b_bellach_adj;Bellachian;;bellacher;;;;;;;;;;;x
b_bellcombe;Bellcombe;Bellcombe;Bellcombe;;Bellcombe;;;;;;;;;x
b_bellcombe_adj;Bellcombean;;bellcomber;;;;;;;;;;;x
b_bellegarde;Bellegarde;Bellegarde;Bellegarde;;Bellegarde;;;;;;;;;x
b_bellegarde_adj;Bellegardean;;bellegarder;;;;;;;;;;;x
b_bellenoye;Bellenoye;Bellenoye;Bellenoye;;Bellenoye;;;;;;;;;x
b_bellenoye_adj;Bellenoyean;;bellenoer;;;;;;;;;;;x
